show_id,type,title,director,country,date_added,release_year,rating,duration,listed_in,year_added,duration_int,duration_type
s7510,Movie,moor,Jami,Pakistan,2017-11-01,2015,TV-14,135 min,"Dramas, Independent Movies, International Movies",2017,135.0,min
s7511,Movie,morris from america,Chad Hartigan,Germany,2018-11-01,2016,R,91 min,"Dramas, Independent Movies, International Movies",2018,91.0,min
s7512,Movie,mortified nation,Michael Mayer,United States,2018-02-01,2013,TV-MA,84 min,Documentaries,2018,84.0,min
s7513,Movie,morya,Avadhoot Gupte,India,2018-02-15,2011,TV-14,121 min,"Dramas, International Movies",2018,121.0,min
s7514,Movie,motu patlu: king of kings,Suhas Kadav,India,2017-07-06,2016,TV-Y7-FV,109 min,"Children & Family Movies, Comedies",2017,109.0,min
s7515,Movie,mountain,Jennifer Peedom,Australia,2018-10-01,2017,PG,74 min,"Action & Adventure, Documentaries, International Movies",2018,74.0,min
s7516,Movie,movie 43,"Peter Farrelly, Will Graham, Steve Carr, Griffin Dunne, Steve Brill, James Duffy, Jonathan van Tulleken, Elizabeth Banks, Patrik Forsberg, Brett Ratner, Rusty Cundieff, James Gunn",United States,2019-04-09,2013,R,94 min,Comedies,2019,94.0,min
s7517,Movie,mr. church,Bruce Beresford,United States,2018-12-22,2016,PG-13,105 min,Dramas,2018,105.0,min
s7518,Movie,mr. deeds,Steve Brill,United States,2020-08-01,2002,PG-13,97 min,"Comedies, Romantic Movies",2020,97.0,min
s7519,Movie,mr. gaga: a true story of love and dance,Tomer Heymann,Israel,2017-06-15,2015,TV-14,102 min,"Documentaries, International Movies",2017,102.0,min
s7520,Movie,mr. virgin,Anthony Chan,Hong Kong,2018-08-16,1984,TV-14,86 min,"Comedies, Dramas, International Movies",2018,86.0,min
s7521,Movie,mr. woodcock,Craig Gillespie,United States,2019-09-01,2007,PG-13,88 min,Comedies,2019,88.0,min
s7523,Movie,ms. mammy,Wael Ihsan,Egypt,2019-06-06,2012,TV-14,90 min,"Comedies, International Movies",2019,90.0,min
s7524,Movie,mud,Jeff Nichols,United States,2021-01-01,2012,PG-13,131 min,"Dramas, Independent Movies",2021,131.0,min
s7525,Movie,mujhse shaadi karogi,David Dhawan,India,2019-12-31,2004,TV-PG,158 min,"Comedies, International Movies, Romantic Movies",2019,158.0,min
s7526,Movie,mune: guardian of the moon,"Alexandre Heboyan, Benoît Philippon",France,2018-01-26,2014,PG,85 min,Children & Family Movies,2018,85.0,min
s7527,Movie,muppets most wanted,James Bobin,United States,2020-09-01,2014,PG,110 min,"Children & Family Movies, Comedies",2020,110.0,min
s7528,Movie,murder party,Jeremy Saulnier,United States,2018-09-01,2007,NR,79 min,"Comedies, Cult Movies, Horror Movies",2018,79.0,min
s7531,Movie,mutiny on the bounty,"Lewis Milestone, Carol Reed",United States,2019-11-01,1962,TV-PG,185 min,"Action & Adventure, Classic Movies, Dramas",2019,185.0,min
s7532,Movie,my babysitter's a vampire: the movie,Bruce McDonald,Canada,2018-10-17,2010,TV-PG,80 min,"Children & Family Movies, Comedies",2018,80.0,min
s7533,Movie,my brother ... nikhil,Onir,India,2018-10-30,2005,TV-PG,116 min,"Dramas, Independent Movies, International Movies",2018,116.0,min
s7534,Movie,my daddy is in heaven,Waymon Boone,United States,2018-06-12,2017,TV-14,95 min,"Dramas, Faith & Spirituality",2018,95.0,min
s7535,Movie,my dog is my guide,Ismail Farouk,Egypt,2019-04-18,2013,TV-14,99 min,"Comedies, International Movies",2019,99.0,min
s7536,Movie,my entire high school sinking into the sea,Dash Shaw,United States,2018-01-23,2016,PG-13,77 min,"Comedies, Independent Movies",2018,77.0,min
s7537,Movie,my ex-ex,Nathaniel Warsh,Canada,2017-08-15,2015,TV-MA,91 min,"Comedies, Romantic Movies",2017,91.0,min
s7544,Movie,my only mother,Wenn V. Deramas,Philippines,2019-03-04,2013,TV-14,104 min,"Comedies, Dramas, International Movies",2019,104.0,min
s7540,Movie,my life as a zucchini,Claude Barras,Switzerland,2017-10-01,2016,PG-13,68 min,"Comedies, Dramas, International Movies",2017,68.0,min
s7542,Movie,my little pony equestria girls: friendship games,"Ishi Rudell, Jayson Thiessen",United States,2015-12-01,2015,TV-Y,72 min,"Children & Family Movies, Comedies",2015,72.0,min
s7543,Movie,my little pony equestria girls: rainbow rocks,"Jayson Thiessen, Ishi Rudell",United States,2014-12-17,2014,TV-Y,73 min,"Children & Family Movies, Comedies",2014,73.0,min
s7545,Movie,"my schoolmate, the barbarian","Siu-hung Chung, Wong Jing",Hong Kong,2018-08-16,2001,TV-14,90 min,"Action & Adventure, Comedies, International Movies",2018,90.0,min
s7546,Movie,my scientology movie,John Dower,United Kingdom,2017-07-13,2015,TV-MA,99 min,Documentaries,2017,99.0,min
s7547,Movie,my sister's keeper,Nick Cassavetes,United States,2019-09-01,2009,PG-13,109 min,Dramas,2019,109.0,min
s7530,TV Show,mutant busters,Not Given,Spain,2017-06-01,2017,TV-PG,2 Seasons,"Kids' TV, TV Comedies",2017,2.0,Seasons
s7549,Movie,my true friend,Atsajun Sattakovit,Thailand,2018-07-25,2012,TV-MA,108 min,"Action & Adventure, Dramas, International Movies",2018,108.0,min
s7550,Movie,my week with marilyn,Simon Curtis,United Kingdom,2019-05-30,2011,R,99 min,"Dramas, Romantic Movies",2019,99.0,min
s7551,Movie,my wife and my wifey,Moataz El Tony,Not Given,2019-04-18,2014,TV-14,99 min,"Comedies, International Movies",2019,99.0,min
s7553,Movie,mythily veendum varunnu,Sabu Varghese,India,2018-08-01,2017,TV-PG,88 min,"Horror Movies, International Movies",2018,88.0,min
s7554,Movie,nacho libre,Jared Hess,United States,2019-11-01,2006,PG,92 min,"Comedies, Sports Movies",2019,92.0,min
s7555,Movie,naga the eternal yogi,"Krishna Agazzi, Filippo Gastaldi",Italy,2017-02-05,2016,TV-PG,73 min,"Documentaries, International Movies",2017,73.0,min
s7556,Movie,nails,Dennis Bartok,Ireland,2018-03-10,2017,TV-MA,85 min,Horror Movies,2018,85.0,min
s7557,Movie,naledi: a baby elephant's tale,"Ben Bowie, Geoff Luck",United States,2020-05-28,2016,TV-PG,91 min,Documentaries,2020,91.0,min
s7558,Movie,namak halaal,Prakash Mehra,India,2019-12-31,1982,TV-14,171 min,"Action & Adventure, Comedies, International Movies",2019,171.0,min
s7559,Movie,namour,Heidi Saman,United States,2017-03-15,2016,NR,80 min,"Dramas, Independent Movies",2017,80.0,min
s7560,Movie,naruto shippuden : blood prison,Masahiko Murata,Japan,2017-09-01,2011,TV-14,102 min,"Action & Adventure, Anime Features, International Movies",2017,102.0,min
s7561,Movie,natalia valdebenito: gritona,Natalia Valdebenito,United States,2017-11-10,2017,TV-MA,76 min,Stand-Up Comedy,2017,76.0,min
s7562,Movie,national bird,Sonia Kennebeck,United States,2017-05-08,2016,TV-MA,92 min,Documentaries,2017,92.0,min
s7564,Movie,national parks adventure,Greg MacGillivray,United States,2018-02-01,2016,TV-G,42 min,Documentaries,2018,42.0,min
s7565,Movie,national treasure,Jon Turteltaub,United States,2018-06-01,2004,PG,131 min,"Action & Adventure, Children & Family Movies",2018,131.0,min
s7566,Movie,natsamrat - asa nat hone nahi,Mahesh Manjrekar,India,2018-06-01,2016,TV-14,165 min,"Dramas, International Movies",2018,165.0,min
s7567,Movie,natural born pranksters,"Roman Atwood, Ben Pluimer",United States,2016-09-15,2016,R,91 min,Comedies,2016,91.0,min
s7568,Movie,natural selection,Chad L. Scheifele,United States,2016-12-01,2015,R,101 min,"Dramas, Independent Movies",2016,101.0,min
s7563,Movie,national lampoon's loaded weapon 1,Gene Quintano,Not Given,2019-11-01,1993,PG-13,82 min,"Action & Adventure, Comedies, Independent Movies",2019,82.0,min
s7576,Movie,nazi concentration camps,George Stevens,United States,2017-03-31,1945,TV-MA,59 min,"Classic Movies, Documentaries",2017,59.0,min
s7578,Movie,neruda,Pablo Larraín,Chile,2017-06-26,2016,R,108 min,"Dramas, International Movies",2017,108.0,min
s7579,Movie,never heard,Josh Webber,United States,2019-02-15,2018,TV-PG,89 min,"Dramas, Faith & Spirituality",2019,89.0,min
s7580,Movie,new york minute,Dennie Gordon,United States,2020-01-01,2004,PG,91 min,"Children & Family Movies, Comedies",2020,91.0,min
s7581,Movie,newtown,Kim A. Snyder,United States,2017-04-07,2016,NR,84 min,Documentaries,2017,84.0,min
s7582,Movie,next,Lee Tamahori,United States,2019-07-01,2007,PG-13,96 min,"Action & Adventure, Sci-Fi & Fantasy",2019,96.0,min
s7583,Movie,nibunan,Arun Vaidyanathan,India,2018-05-01,2017,TV-14,124 min,"Action & Adventure, Dramas, International Movies",2018,124.0,min
s7584,Movie,night comes on,Jordana Spiro,United States,2020-08-27,2018,TV-MA,87 min,"Dramas, Independent Movies",2020,87.0,min
s7585,Movie,night moves,Kelly Reichardt,United States,2019-06-30,2013,R,113 min,"Dramas, Independent Movies, Thrillers",2019,113.0,min
s7586,Movie,nightcrawler,Dan Gilroy,United States,2020-08-10,2014,R,118 min,"Dramas, Independent Movies, Thrillers",2020,118.0,min
s7588,Movie,nights in rodanthe,George C. Wolfe,United States,2019-07-01,2008,PG-13,97 min,"Dramas, Romantic Movies",2019,97.0,min
s7591,Movie,no entry,Anees Bazmee,India,2018-03-01,2005,TV-PG,161 min,"Comedies, International Movies",2018,161.0,min
s7592,Movie,no estoy loca,Nicolás López,Chile,2018-05-04,2018,TV-MA,116 min,"Comedies, Dramas, International Movies",2018,116.0,min
s7617,Movie,nova: thai cave rescue,Tom Stubberfield,United States,2019-07-01,2018,TV-PG,53 min,Documentaries,2019,53.0,min
s7574,TV Show,nature's great race,Not Given,United Kingdom,2017-10-01,2016,TV-PG,1 Season,"British TV Shows, Docuseries, Science & Nature TV",2017,1.0,Season
s7593,Movie,no reservations,Scott Hicks,United States,2019-10-01,2007,PG,104 min,"Comedies, Romantic Movies",2019,104.0,min
s7595,Movie,norm of the north: family vacation,Anthony Bell,United States,2020-05-25,2020,TV-Y7,89 min,Children & Family Movies,2020,89.0,min
s7596,Movie,norm of the north: keys to the kingdom,Tim Maltby,India,2020-08-21,2019,TV-PG,92 min,Children & Family Movies,2020,92.0,min
s7597,Movie,norm of the north: king sized adventure,"Richard Finn, Tim Maltby",United States,2019-09-09,2019,TV-PG,90 min,"Children & Family Movies, Comedies",2019,90.0,min
s7599,Movie,not alone,"Kiki Goshay, Jacqueline Monetta",United States,2018-01-01,2017,TV-14,50 min,Documentaries,2018,50.0,min
s7601,Movie,nova: black hole apocalypse,Rushmore DeNooyer,United States,2019-07-01,2018,TV-G,113 min,Documentaries,2019,113.0,min
s7602,Movie,nova: building chernobyl's megatomb,Martin Gorst,United States,2019-07-01,2017,TV-PG,53 min,Documentaries,2019,53.0,min
s7603,Movie,nova: chinese chariot revealed,Giulia Clark,United States,2019-07-01,2017,TV-PG,54 min,Documentaries,2019,54.0,min
s7604,Movie,nova: day the dinosaurs died,Sarah Holt,United States,2019-07-01,2017,TV-PG,53 min,Documentaries,2019,53.0,min
s7605,Movie,nova: death dive to saturn,Terri Randall,United States,2019-07-01,2017,TV-G,54 min,Documentaries,2019,54.0,min
s7606,Movie,nova: decoding the weather machine,Doug Hamilton,United States,2019-07-01,2018,TV-14,113 min,Documentaries,2019,113.0,min
s7607,Movie,nova: eclipse over america,Martin Gorst,United States,2019-07-01,2017,TV-G,53 min,Documentaries,2019,53.0,min
s7608,Movie,nova: extreme animal weapons,Peter Fison,United States,2019-07-01,2017,TV-PG,53 min,Documentaries,2019,53.0,min
s7609,Movie,nova: first face of america,Graham Townsley,United States,2019-07-01,2018,TV-PG,53 min,Documentaries,2019,53.0,min
s7610,Movie,nova: holocaust escape tunnel,"Paula Apsell, Kirk Wolfinger",United States,2019-07-01,2017,TV-14,54 min,Documentaries,2019,54.0,min
s7612,Movie,nova: killer hurricanes,Oliver Twinch,United States,2019-07-01,2017,TV-PG,52 min,Documentaries,2019,52.0,min
s7613,Movie,nova: killer volcanoes,Oliver Twinch,United States,2019-07-01,2017,TV-PG,54 min,Documentaries,2019,54.0,min
s7614,Movie,nova: poisoned water,Llewellyn M. Smith,United States,2019-07-01,2017,TV-PG,54 min,Documentaries,2019,54.0,min
s7615,Movie,nova: prediction by the numbers,Daniel McCabe,United States,2019-07-01,2018,TV-G,53 min,Documentaries,2019,53.0,min
s7616,Movie,nova: secrets of the shining knight,Peter Yost,United States,2019-07-01,2017,TV-PG,53 min,Documentaries,2019,53.0,min
s7620,Movie,november criminals,Sacha Gervasi,United States,2020-07-03,2017,PG-13,86 min,"Dramas, Thrillers",2020,86.0,min
s7621,Movie,now and then,Lesli Linka Glatter,United States,2019-08-02,1995,PG-13,102 min,Dramas,2019,102.0,min
s7622,Movie,now more than ever: the history of chicago,Peter Pardini,United States,2018-01-01,2016,TV-MA,114 min,"Documentaries, Music & Musicals",2018,114.0,min
s7623,Movie,nowhere boy,Sam Taylor-Johnson,United Kingdom,2018-04-14,2009,R,99 min,Dramas,2018,99.0,min
s7626,Movie,numbered,"Dana Doron, Uriel Sinai",Israel,2017-12-31,2012,TV-PG,55 min,"Documentaries, International Movies",2017,55.0,min
s7627,Movie,numero zero. the roots of italian rap,Enrico Bisi,Italy,2018-04-15,2015,TV-MA,91 min,"Documentaries, International Movies, Music & Musicals",2018,91.0,min
s7631,Movie,nymphomaniac: volume 1,Lars von Trier,Denmark,2018-01-01,2013,NR,117 min,"Dramas, Independent Movies, International Movies",2018,117.0,min
s7632,Movie,nymphomaniac: volume ii,Lars von Trier,Denmark,2018-08-25,2013,TV-MA,124 min,"Dramas, Independent Movies, International Movies",2018,124.0,min
s7634,Movie,oasis: supersonic,Mat Whitecross,United Kingdom,2018-12-28,2016,R,122 min,"Documentaries, International Movies, Music & Musicals",2018,122.0,min
s7635,Movie,obvious child,Gillian Robespierre,United States,2018-07-19,2014,R,84 min,"Comedies, Dramas, Independent Movies",2018,84.0,min
s7636,Movie,océans,"Jacques Perrin, Jacques Cluzaud",France,2019-09-19,2009,G,84 min,"Documentaries, International Movies",2019,84.0,min
s7637,Movie,occupation,Luke Sparke,Australia,2019-01-03,2018,R,120 min,"Action & Adventure, Sci-Fi & Fantasy",2019,120.0,min
s7638,Movie,ocean's eleven,Lewis Milestone,United States,2019-11-01,1960,TV-PG,127 min,"Action & Adventure, Classic Movies, Comedies",2019,127.0,min
s7639,Movie,ocean's thirteen,Steven Soderbergh,United States,2019-10-01,2007,PG-13,122 min,"Action & Adventure, Comedies",2019,122.0,min
s7640,Movie,ocean's twelve,Steven Soderbergh,United States,2019-10-01,2004,PG-13,125 min,"Action & Adventure, Comedies",2019,125.0,min
s7646,Movie,oh my ghost 4,Poj Arnon,Thailand,2018-07-25,2015,TV-MA,106 min,"Comedies, Horror Movies, International Movies",2018,106.0,min
s7642,Movie,off course,Nacho G. Velilla,Spain,2016-09-01,2015,TV-MA,107 min,"Comedies, International Movies",2016,107.0,min
s7643,Movie,officer downe,Shawn Crahan,United States,2017-03-30,2016,R,91 min,Action & Adventure,2017,91.0,min
s7644,Movie,oh my ghost 2,Poj Arnon,Thailand,2018-07-25,2011,TV-MA,103 min,"Comedies, Horror Movies, International Movies",2018,103.0,min
s7645,Movie,oh my ghost 3,Poj Arnon,Thailand,2018-08-16,2012,TV-MA,103 min,"Comedies, Horror Movies, International Movies",2018,103.0,min
s7648,Movie,oklahoma city,Barak Goodman,United States,2017-04-19,2017,TV-14,102 min,Documentaries,2017,102.0,min
s7649,TV Show,oliver stone's untold history of the united states,Oliver Stone,United States,2016-11-15,2013,TV-PG,1 Season,Docuseries,2016,1.0,Season
s7651,Movie,omar and salma 3,Mohamed Samy,Egypt,2019-04-25,2012,TV-MA,97 min,"Comedies, International Movies, Romantic Movies",2019,97.0,min
s7652,Movie,on the wrong track,Clarence Yiu-leung Fok,Hong Kong,2018-08-02,1983,TV-14,89 min,"Action & Adventure, International Movies",2018,89.0,min
s7653,Movie,on yoga the architecture of peace,Heitor Dhalia,Brazil,2018-01-10,2017,TV-14,92 min,"Documentaries, Faith & Spirituality",2018,92.0,min
s7654,Movie,onaatah,Pradip Kurbah,India,2018-05-01,2016,TV-14,107 min,"Dramas, International Movies",2018,107.0,min
s7655,Movie,once in a lifetime sessions with moby,Matt Askem,United States,2018-08-01,2018,TV-14,86 min,"Documentaries, Music & Musicals",2018,86.0,min
s7656,Movie,once in a lifetime sessions with nile rodgers,Charlie Lightening,United States,2018-08-01,2018,TV-PG,70 min,"Documentaries, Music & Musicals",2018,70.0,min
s7657,Movie,once in a lifetime sessions with noel gallagher,Charlie Lightening,United States,2018-08-01,2018,TV-MA,66 min,"Documentaries, Music & Musicals",2018,66.0,min
s7658,Movie,once in a lifetime sessions with tlc,Matt Askem,United States,2018-08-01,2018,TV-PG,72 min,"Documentaries, Music & Musicals",2018,72.0,min
s7659,Movie,once upon a time in london,Simon Rumley,United Kingdom,2020-04-15,2019,TV-MA,111 min,"Dramas, International Movies",2020,111.0,min
s8093,Movie,stink!,Jon J. Whelan,United States,2018-11-01,2015,TV-PG,91 min,Documentaries,2018,91.0,min
s7660,Movie,once upon a time in the west,Sergio Leone,Italy,2019-11-20,1968,PG-13,166 min,"Action & Adventure, Classic Movies, International Movies",2019,166.0,min
s7661,Movie,one day,Banjong Pisanthanakun,Thailand,2018-09-05,2016,TV-PG,135 min,"Dramas, International Movies, Romantic Movies",2018,135.0,min
s7662,Movie,one direction: this is us,Morgan Spurlock,United States,2019-10-01,2013,PG,92 min,"Documentaries, Music & Musicals",2019,92.0,min
s7674,Movie,operation odessa,Tiller Russell,United States,2020-04-01,2018,TV-MA,93 min,Documentaries,2020,93.0,min
s7664,Movie,one last thing,Tim Rouhana,United States,2019-08-25,2018,TV-MA,92 min,Dramas,2019,92.0,min
s7665,Movie,one more shot,Noah Moskin,United States,2018-01-15,2017,TV-MA,89 min,Documentaries,2018,89.0,min
s7666,Movie,one night stand,Jasmine D'Souza,India,2017-10-15,2016,TV-MA,93 min,"Dramas, International Movies, Music & Musicals",2017,93.0,min
s7668,Movie,only god forgives,Nicolas Winding Refn,Denmark,2018-05-15,2013,R,90 min,"Cult Movies, Independent Movies, Thrillers",2018,90.0,min
s7669,Movie,only the dead,"Bill Guttentag, Michael Ware",Australia,2018-11-15,2015,TV-MA,76 min,"Documentaries, International Movies",2018,76.0,min
s7670,Movie,open season,"Roger Allers, Jill Culton",United States,2019-09-01,2006,PG,86 min,"Children & Family Movies, Comedies",2019,86.0,min
s7671,Movie,operation chromite,John H. Lee,South Korea,2018-01-15,2016,NR,111 min,"Action & Adventure, Dramas, International Movies",2018,111.0,min
s7673,Movie,operation mekong,Dante Lam,China,2017-08-05,2016,TV-MA,124 min,"Action & Adventure, International Movies",2017,124.0,min
s7677,Movie,operation red sea,Dante Lam,China,2018-11-27,2018,TV-MA,139 min,"Action & Adventure, International Movies",2018,139.0,min
s7678,Movie,operator,Logan Kibens,United States,2017-02-16,2016,TV-MA,91 min,"Comedies, Dramas, Independent Movies",2017,91.0,min
s7679,Movie,opium and the kung fu master,Chia Tang,Hong Kong,2018-08-16,1984,TV-MA,86 min,"Action & Adventure, International Movies",2018,86.0,min
s7681,Movie,oru vishsheshapetta biryani kissa,Kiran Narayanan,India,2018-08-01,2017,TV-14,122 min,"Comedies, Dramas, International Movies",2018,122.0,min
s7682,Movie,otherlife,Ben C. Lucas,Australia,2017-10-15,2017,TV-MA,96 min,"Dramas, Independent Movies, International Movies",2017,96.0,min
s7683,Movie,ottaal,Jayaraj Rajasekharan Nair,India,2017-03-15,2014,TV-PG,88 min,"Dramas, International Movies",2017,88.0,min
s7684,Movie,our godfather,"Mark Franchetti, Andrew Meier",United Kingdom,2019-09-10,2019,TV-MA,93 min,"Documentaries, International Movies",2019,93.0,min
s7685,Movie,our house,Anthony Scott Burns,Canada,2020-06-01,2018,PG-13,90 min,"Horror Movies, Thrillers",2020,90.0,min
s7687,Movie,outlawed,"Adam Collins, Luke Radford",United Kingdom,2019-02-15,2018,TV-MA,102 min,Action & Adventure,2019,102.0,min
s7688,Movie,p,Paul Spurrier,United Kingdom,2019-05-31,2006,TV-MA,105 min,"Horror Movies, International Movies",2019,105.0,min
s7689,Movie,p se pm tak,Kundan Shah,India,2018-08-01,2015,TV-14,117 min,"Comedies, Independent Movies, International Movies",2018,117.0,min
s7691,Movie,p.s. i love you,Richard LaGravenese,United States,2019-04-01,2007,PG-13,126 min,"Dramas, Romantic Movies",2019,126.0,min
s7692,Movie,paathi,Chandran Narikode,India,2018-07-01,2017,TV-14,89 min,"Dramas, International Movies",2018,89.0,min
s7693,Movie,pablo escobar: angel or demon?,Jorge Granier,Venezuela,2018-03-23,2007,NR,82 min,"Documentaries, International Movies",2018,82.0,min
s7695,Movie,pahuyut fighting beat,Piti Jaturaphat,Thailand,2018-07-26,2007,TV-MA,82 min,"Action & Adventure, International Movies",2018,82.0,min
s7696,Movie,paid in full,Charles Stone III,United States,2019-11-01,2002,R,98 min,"Action & Adventure, Dramas",2019,98.0,min
s7697,Movie,paint it black,Amber Tamblyn,United States,2018-02-01,2016,R,96 min,Dramas,2018,96.0,min
s7698,Movie,painted faces,Alex Law,Hong Kong,2018-08-16,1988,TV-PG,108 min,"Dramas, International Movies",2018,108.0,min
s7700,Movie,palio,Cosima Spender,United Kingdom,2016-06-30,2015,TV-14,91 min,"Documentaries, International Movies, Sports Movies",2016,91.0,min
s7701,Movie,palm trees in the snow,Fernando González Molina,Spain,2016-05-01,2015,TV-MA,163 min,"Dramas, International Movies, Romantic Movies",2016,163.0,min
s7702,Movie,panic room,David Fincher,United States,2019-08-01,2002,R,112 min,Thrillers,2019,112.0,min
s7703,Movie,papa the great,Bhagyaraj,India,2017-12-08,2000,TV-PG,137 min,"Comedies, Dramas, International Movies",2017,137.0,min
s7704,Movie,paper year,Rebecca Addelman,Canada,2019-04-20,2018,TV-MA,89 min,"Dramas, Independent Movies, Romantic Movies",2019,89.0,min
s7705,Movie,paranormal activity,Oren Peli,United States,2020-01-01,2007,R,86 min,"Horror Movies, Thrillers",2020,86.0,min
s7707,Movie,pardes,Subhash Ghai,India,2018-03-01,1997,TV-14,187 min,"Dramas, International Movies, Romantic Movies",2018,187.0,min
s7708,Movie,pareeth pandaari,Gafoor Y. Elliyaas,India,2018-07-01,2017,TV-PG,109 min,"Dramas, Independent Movies, International Movies",2018,109.0,min
s7709,Movie,paris is burning,Jennie Livingston,United States,2017-02-01,1990,R,77 min,"Classic Movies, Cult Movies, Documentaries",2017,77.0,min
s7712,Movie,passenger 57,Kevin Hooks,United States,2021-01-01,1992,R,84 min,Action & Adventure,2021,84.0,min
s7713,Movie,patiala house,Nikhil Advani,India,2017-10-22,2011,TV-PG,140 min,"Dramas, International Movies, Sports Movies",2017,140.0,min
s7714,Movie,patient seventeen,Jeremy Kenyon Lockyer Corbell,United States,2018-01-29,2017,TV-14,68 min,Documentaries,2018,68.0,min
s7715,Movie,patriot games,Phillip Noyce,United States,2020-01-01,1992,R,117 min,Action & Adventure,2020,117.0,min
s7716,Movie,patron mutlu son istiyor,Kıvanç Baruönü,Turkey,2017-03-10,2014,TV-MA,105 min,"Comedies, International Movies, Romantic Movies",2017,105.0,min
s7717,Movie,paul blart: mall cop,Steve Carr,United States,2020-11-01,2009,PG,91 min,"Action & Adventure, Comedies",2020,91.0,min
s7718,Movie,paulettante veedu,Dileep Narayanan,India,2018-07-01,2016,TV-14,104 min,"Dramas, International Movies",2018,104.0,min
s7720,Movie,paying guests,Paritosh Painter,India,2018-07-01,2009,TV-14,114 min,"Comedies, International Movies",2018,114.0,min
s7721,Movie,pee mak,Banjong Pisanthanakun,Thailand,2018-09-01,2013,TV-MA,112 min,"Comedies, Horror Movies, International Movies",2018,112.0,min
s7734,Movie,phamous,Karan Lalit Butani,Not Given,2019-12-31,2018,TV-MA,108 min,"Dramas, International Movies, Thrillers",2019,108.0,min
s7723,Movie,pee-wee's playhouse: christmas special,"Paul Reubens, Wayne Orr",United States,2014-12-18,1988,TV-PG,48 min,Movies,2014,48.0,min
s7724,Movie,pekak,Mohd Khairul Azri Bin Md Noor,Malaysia,2017-08-25,2016,TV-MA,95 min,"Dramas, International Movies",2017,95.0,min
s7725,Movie,penelope,Mark Palansky,United Kingdom,2019-04-01,2006,PG,89 min,"Children & Family Movies, Comedies, Romantic Movies",2019,89.0,min
s7727,Movie,people you may know,J.C. Falcón,United States,2017-02-28,2016,TV-MA,108 min,"Dramas, LGBTQ Movies",2017,108.0,min
s7728,Movie,perfect bid: the contestant who knew too much,C.J. Wallis,Canada,2019-04-30,2017,TV-MA,72 min,Documentaries,2019,72.0,min
s7729,Movie,perfect stranger,James Foley,United States,2019-01-01,2007,R,109 min,Thrillers,2019,109.0,min
s7731,Movie,personal shopper,Olivier Assayas,France,2019-02-01,2016,R,105 min,"Dramas, International Movies, Thrillers",2019,105.0,min
s7732,Movie,peter and the farm,Tony Stone,United States,2017-03-09,2016,TV-MA,92 min,Documentaries,2017,92.0,min
s7733,Movie,peter rabbit,Will Gluck,United States,2018-08-18,2018,PG,95 min,"Children & Family Movies, Comedies",2018,95.0,min
s7735,Movie,phantom boy,"Jean-Loup Felicioli, Alain Gagnol",France,2017-10-01,2015,PG,85 min,"Action & Adventure, Dramas, International Movies",2017,85.0,min
s7736,Movie,philadelphia,Jonathan Demme,United States,2019-07-01,1993,PG-13,126 min,"Classic Movies, Dramas, LGBTQ Movies",2019,126.0,min
s7737,Movie,phir se,"Ajay Bhuyan, Kunal Kohli",India,2018-01-15,2015,TV-14,118 min,"International Movies, Romantic Movies",2018,118.0,min
s7738,Movie,phobia 2,"Banjong Pisanthanakun, Paween Purikitpanya, Songyos Sugmakanan, Parkpoom Wongpoom, Visute Poolvoralaks",Thailand,2018-09-05,2009,TV-MA,125 min,"Horror Movies, International Movies",2018,125.0,min
s7739,Movie,phone swap,Kunle Afolayan,Nigeria,2019-09-01,2012,TV-14,112 min,"Comedies, International Movies, Romantic Movies",2019,112.0,min
s7740,Movie,phullu,Abhishek Saxena,India,2019-12-31,2017,TV-14,96 min,"Dramas, Independent Movies, International Movies",2019,96.0,min
s7741,Movie,pick of the litter,"Dana Nachman, Don Hardy Jr.",United States,2020-08-02,2018,TV-PG,81 min,"Children & Family Movies, Documentaries",2020,81.0,min
s7742,Movie,pierre jackson,Christopher Nolen,United States,2019-06-29,2018,TV-MA,81 min,Romantic Movies,2019,81.0,min
s7743,Movie,pimpal,Gajendra Ahire,India,2018-11-15,2017,TV-PG,92 min,"Dramas, Independent Movies, International Movies",2018,92.0,min
s7744,TV Show,pioneers of african-american cinema,"Oscar Micheaux, Spencer Williams, Richard E. Norman, Richard Maurice",United States,2017-02-01,1946,TV-14,1 Season,TV Shows,2017,1.0,Season
s7745,Movie,pitaah,Mahesh Manjrekar,India,2018-03-01,2002,TV-MA,127 min,"Dramas, International Movies, Music & Musicals",2018,127.0,min
s7746,Movie,"pizza, birra, faso","Israel Adrián Caetano, Bruno Stagnaro",Argentina,2018-03-15,1998,TV-MA,81 min,"Dramas, International Movies",2018,81.0,min
s7747,Movie,"plaire, aimer et courir vite",Christophe Honoré,France,2019-07-13,2018,TV-MA,133 min,"Dramas, Independent Movies, International Movies",2019,133.0,min
s7749,TV Show,planet earth: the complete collection,Alastair Fothergill,United Kingdom,2015-04-22,2006,TV-PG,1 Season,"British TV Shows, Docuseries, International TV Shows",2015,1.0,Season
s7750,Movie,planet hulk,Sam Liu,United States,2020-06-01,2010,TV-14,81 min,"Action & Adventure, Sci-Fi & Fantasy",2020,81.0,min
s7751,Movie,planetarium,Rebecca Zlotowski,France,2018-01-01,2016,TV-MA,108 min,"Dramas, International Movies",2018,108.0,min
s7752,Movie,platoon,Oliver Stone,United States,2020-11-01,1986,R,120 min,"Action & Adventure, Classic Movies, Dramas",2020,120.0,min
